api,nranks,xfersize[MiB],blocksize[MiB],totalsize[MiB],operation,min[MiB/sec],max[MiB/sec],mean[MiB/sec],std[MiB/sec]
Z5,4,8.0,64.0,256.0,write,1034.27,1604.97,1504.04,19.82
Z5,4,8.0,64.0,256.0,read,298.32,339.06,322.86,1.59
Z5,4,16.0,128.0,512.0,write,1754.49,1872.02,1819.53,1.73
Z5,4,16.0,128.0,512.0,read,300.68,351.71,329.84,0.89
NCMPI,32,16.0,32.0,1024.0,write,446.24,974.87,702.84,9.17
NCMPI,32,16.0,32.0,1024.0,read,3620.89,19737.22,6791.07,282.35
Z5,8,32.0,64.0,512.0,write,2763.77,3773.31,3475.5,11.25
Z5,8,32.0,64.0,512.0,read,503.72,701.15,660.46,1.68
MPIIO,8,64.0,64.0,512.0,write,16696.56,19117.33,18012.05,13.24
MPIIO,8,64.0,64.0,512.0,read,2477.88,7250.25,5556.89,22.95
HDF5,1,16.0,64.0,64.0,write,2140.18,2224.4,2169.22,1.66
HDF5,1,16.0,64.0,64.0,read,899.28,1229.13,1108.15,8.13
Z5,16,32.0,128.0,2048.0,write,2207.29,7737.22,5901.13,45.89
Z5,16,32.0,128.0,2048.0,read,1117.02,1368.26,1274.25,2.28
NCMPI,16,128.0,512.0,8192.0,write,4166.09,17153.9,7930.0,29.67
NCMPI,16,128.0,512.0,8192.0,read,20271.54,30992.59,24592.74,25.36
MPIIO,32,64.0,128.0,4096.0,write,57735.48,66408.48,62316.07,38.62
MPIIO,32,64.0,128.0,4096.0,read,9422.95,41571.43,34047.14,140.12
NCMPI,8,128.0,1024.0,8192.0,write,9499.21,14401.4,11522.62,10.39
NCMPI,8,128.0,1024.0,8192.0,read,15250.4,20982.23,18607.87,16.37
MPIIO,16,64.0,64.0,1024.0,write,31868.36,35611.55,33241.3,18.1
MPIIO,16,64.0,64.0,1024.0,read,7545.94,15378.81,11027.46,44.4
MPIIO,8,128.0,512.0,4096.0,write,11725.47,24112.55,22655.86,28.49
MPIIO,8,128.0,512.0,4096.0,read,8833.58,11107.37,10668.56,4.88
POSIX,8,16.0,16.0,128.0,write,519.6,2785.8,2051.74,41.85
POSIX,8,16.0,16.0,128.0,read,2397.36,7503.27,4642.21,117.14
MPIIO,1,32.0,32.0,32.0,write,341.45,3088.64,2691.28,24.77
MPIIO,1,32.0,32.0,32.0,read,450.79,1749.12,1041.47,14.5
Z5,4,8.0,32.0,128.0,write,1193.34,1524.18,1444.71,12.55
Z5,4,8.0,32.0,128.0,read,234.86,341.06,325.53,3.81
NCMPI,32,8.0,64.0,2048.0,write,566.8,2324.25,1411.63,62.03
NCMPI,32,8.0,64.0,2048.0,read,10540.44,26885.79,20025.7,718.76
Z5,1,64.0,128.0,128.0,write,457.24,566.2,553.31,0.5
Z5,1,64.0,128.0,128.0,read,90.71,90.83,90.77,0.0
NCMPI,1,128.0,256.0,256.0,write,1809.67,2452.24,2235.22,1.47
NCMPI,1,128.0,256.0,256.0,read,1964.7,3733.43,3428.02,4.44
HDF5,1,32.0,32.0,32.0,write,699.86,1453.43,1084.92,5.65
HDF5,1,32.0,32.0,32.0,read,430.8,631.42,554.52,2.5
Z5,8,8.0,16.0,128.0,write,166.83,2539.46,1963.75,89.66
Z5,8,8.0,16.0,128.0,read,543.54,643.47,626.28,3.62
Z5,8,128.0,1024.0,8192.0,write,3829.84,4317.66,4123.33,1.21
Z5,8,128.0,1024.0,8192.0,read,640.61,693.19,674.61,0.11
HDF5,32,64.0,512.0,16384.0,write,1086.37,15503.17,13265.72,64.18
HDF5,32,64.0,512.0,16384.0,read,17150.48,26253.09,21531.15,48.55
NCMPI,1,64.0,128.0,128.0,write,1615.51,1933.92,1761.71,1.6
NCMPI,1,64.0,128.0,128.0,read,1796.73,3480.96,2590.36,8.18
MPIIO,2,128.0,256.0,512.0,write,6851.64,7139.0,7060.96,0.62
MPIIO,2,128.0,256.0,512.0,read,1309.34,2976.37,2606.15,4.82
MPIIO,32,256.0,2048.0,65536.0,write,80062.12,97444.52,93957.22,19.67
MPIIO,32,256.0,2048.0,65536.0,read,41089.75,42210.11,41650.14,1.37
NCMPI,16,32.0,128.0,2048.0,write,1186.87,6959.93,3200.46,56.02
NCMPI,16,32.0,128.0,2048.0,read,4916.21,17266.92,12542.76,111.24
Z5,32,8.0,64.0,2048.0,write,5696.79,10975.87,8779.14,289.23
Z5,32,8.0,64.0,2048.0,read,1953.15,2348.98,2181.08,13.41
HDF5,64,64.0,256.0,16384.0,write,1103.71,13243.71,9634.71,55.59
HDF5,64,64.0,256.0,16384.0,read,10794.11,31069.14,18367.3,83.26
POSIX,2,64.0,512.0,1024.0,write,2142.1,6005.19,4594.86,18.76
POSIX,2,64.0,512.0,1024.0,read,4492.42,7121.28,6210.11,11.51
HDF5,4,128.0,256.0,1024.0,write,1196.62,4095.72,3334.02,6.17
HDF5,4,128.0,256.0,1024.0,read,1679.26,4586.11,3640.13,6.3
HDF5,2,8.0,64.0,128.0,write,685.32,1607.61,1282.0,38.21
HDF5,2,8.0,64.0,128.0,read,1136.27,2734.9,2256.23,71.25
Z5,32,16.0,32.0,1024.0,write,3953.05,5130.8,4483.32,23.13
Z5,32,16.0,32.0,1024.0,read,2033.54,2533.68,2363.03,9.69
POSIX,1,256.0,512.0,512.0,write,1054.59,2711.82,2201.29,2.07
POSIX,1,256.0,512.0,512.0,read,3319.38,3769.12,3703.73,0.53
Z5,2,256.0,256.0,512.0,write,799.95,1152.18,1097.9,0.41
Z5,2,256.0,256.0,512.0,read,179.53,180.54,180.19,0.0
POSIX,1,64.0,256.0,256.0,write,771.48,2278.32,1826.25,6.95
POSIX,1,64.0,256.0,256.0,read,3750.34,3773.0,3765.6,0.11
Z5,16,16.0,16.0,256.0,write,1133.17,5700.47,3912.47,105.05
Z5,16,16.0,16.0,256.0,read,894.69,1293.83,1091.69,7.54
NCMPI,32,128.0,256.0,8192.0,write,2494.74,6735.32,4214.01,9.33
NCMPI,32,128.0,256.0,8192.0,read,16351.63,36248.35,22804.84,44.44
POSIX,2,128.0,128.0,256.0,write,2612.93,4034.07,3341.87,2.83
POSIX,2,128.0,128.0,256.0,read,2626.05,5313.99,4424.2,8.58
Z5,1,128.0,256.0,256.0,write,468.13,570.87,556.83,0.23
Z5,1,128.0,256.0,256.0,read,90.75,90.88,90.82,0.0
POSIX,8,32.0,128.0,1024.0,write,1659.3,11986.83,9073.18,88.66
POSIX,8,32.0,128.0,1024.0,read,7915.32,21674.74,14596.1,126.91
NCMPI,64,256.0,1024.0,65536.0,write,7792.03,15451.04,12416.08,10.99
NCMPI,64,256.0,1024.0,65536.0,read,34369.07,40592.87,37506.33,7.58
HDF5,2,8.0,32.0,64.0,write,410.08,1480.37,862.89,38.21
HDF5,2,8.0,32.0,64.0,read,1652.64,2325.11,2081.03,25.74
POSIX,64,64.0,64.0,4096.0,write,8217.49,33906.38,24195.53,118.84
POSIX,64,64.0,64.0,4096.0,read,19499.1,50151.84,28458.22,142.2
MPIIO,2,16.0,128.0,256.0,write,1269.93,7118.54,6338.45,106.06
MPIIO,2,16.0,128.0,256.0,read,1335.44,2925.53,2278.35,32.66
NCMPI,8,32.0,64.0,512.0,write,297.54,2817.73,1810.47,25.85
NCMPI,8,32.0,64.0,512.0,read,3578.87,11626.66,7429.41,85.74
MPIIO,1,256.0,256.0,256.0,write,2963.13,3152.78,3057.34,0.32
MPIIO,1,256.0,256.0,256.0,read,2165.71,3750.02,3251.82,2.44
NCMPI,8,8.0,8.0,64.0,write,165.15,384.92,300.23,9.01
NCMPI,8,8.0,8.0,64.0,read,471.97,5179.73,1777.47,170.64
NCMPI,4,16.0,128.0,512.0,write,764.49,2946.44,1884.85,38.33
NCMPI,4,16.0,128.0,512.0,read,3423.44,10449.14,6719.99,107.57
Z5,32,8.0,32.0,1024.0,write,3680.77,9722.25,7566.4,291.83
Z5,32,8.0,32.0,1024.0,read,2102.24,2321.64,2206.03,9.18
POSIX,8,256.0,2048.0,16384.0,write,18039.88,23074.21,21476.63,7.7
POSIX,8,256.0,2048.0,16384.0,read,24379.01,27531.6,26758.94,3.23
MPIIO,16,128.0,128.0,2048.0,write,37748.51,39527.35,38894.6,3.71
MPIIO,16,128.0,128.0,2048.0,read,4521.94,19763.04,16054.73,32.11
HDF5,8,64.0,64.0,512.0,write,1089.28,4852.27,3981.72,16.3
HDF5,8,64.0,64.0,512.0,read,1877.43,7049.64,5734.21,24.22
MPIIO,1,16.0,64.0,64.0,write,3280.33,3396.82,3356.19,2.45
MPIIO,1,16.0,64.0,64.0,read,300.52,2141.67,1380.09,29.26
HDF5,64,128.0,1024.0,65536.0,write,1102.18,18867.19,16189.65,39.61
HDF5,64,128.0,1024.0,65536.0,read,41699.84,49276.19,46301.63,18.47
NCMPI,64,64.0,256.0,16384.0,write,4291.93,12538.03,7823.06,40.48
NCMPI,64,64.0,256.0,16384.0,read,35412.95,64432.22,48796.6,127.51
NCMPI,4,128.0,256.0,1024.0,write,2877.47,4618.52,3810.01,4.53
NCMPI,4,128.0,256.0,1024.0,read,3633.07,8282.06,5670.65,12.22
MPIIO,32,16.0,128.0,4096.0,write,24087.22,80724.29,70943.81,1005.26
MPIIO,32,16.0,128.0,4096.0,read,10007.89,31571.52,22409.78,467.95
MPIIO,64,8.0,8.0,512.0,write,13261.36,16252.15,14198.41,111.04
MPIIO,64,8.0,8.0,512.0,read,2579.01,14010.98,9158.63,405.15
NCMPI,2,32.0,32.0,64.0,write,195.77,1787.79,1083.79,15.0
NCMPI,2,32.0,32.0,64.0,read,585.25,3885.62,2029.68,27.12
Z5,4,64.0,128.0,512.0,write,1630.8,2100.36,1995.53,2.02
Z5,4,64.0,128.0,512.0,read,319.96,346.89,336.4,0.13
NCMPI,32,64.0,512.0,16384.0,write,4077.25,12430.11,8357.86,41.69
NCMPI,32,64.0,512.0,16384.0,read,19753.86,54597.03,36254.03,162.56
MPIIO,16,8.0,32.0,512.0,write,22804.38,29414.36,26538.04,222.24
MPIIO,16,8.0,32.0,512.0,read,3788.06,13475.42,8480.52,351.08
MPIIO,4,32.0,32.0,128.0,write,6723.56,8336.02,7684.29,13.55
MPIIO,4,32.0,32.0,128.0,read,1057.06,2747.32,2027.72,14.32
HDF5,2,64.0,128.0,256.0,write,804.49,2104.01,1783.16,6.21
HDF5,2,64.0,128.0,256.0,read,1853.24,2488.71,2339.14,3.61
HDF5,16,32.0,128.0,2048.0,write,1168.79,8075.09,6277.93,68.71
HDF5,16,32.0,128.0,2048.0,read,7559.32,13191.28,9998.38,54.59
MPIIO,64,16.0,64.0,4096.0,write,76027.51,110274.65,96125.31,500.58
MPIIO,64,16.0,64.0,4096.0,read,14507.07,49479.16,27443.43,698.5
HDF5,4,16.0,64.0,256.0,write,782.67,2562.82,1920.61,44.13
HDF5,4,16.0,64.0,256.0,read,2405.48,3854.35,3155.24,32.14
POSIX,16,256.0,1024.0,16384.0,write,10627.86,43787.39,31281.88,55.12
POSIX,16,256.0,1024.0,16384.0,read,45089.8,47313.2,46364.41,2.69
Z5,2,16.0,64.0,128.0,write,383.98,936.87,859.2,9.96
Z5,2,16.0,64.0,128.0,read,85.29,176.61,163.21,1.64
Z5,1,16.0,128.0,128.0,write,303.92,578.39,550.31,5.13
Z5,1,16.0,128.0,128.0,read,91.52,91.65,91.6,0.0
Z5,64,128.0,128.0,8192.0,write,11428.59,18817.76,14606.23,16.22
Z5,64,128.0,128.0,8192.0,read,4902.2,5615.24,5390.67,1.74
MPIIO,16,8.0,64.0,1024.0,write,28959.84,36162.08,33428.11,290.58
MPIIO,16,8.0,64.0,1024.0,read,5139.68,16207.38,11481.17,438.75
HDF5,1,8.0,8.0,8.0,write,149.07,394.72,274.66,10.55
HDF5,1,8.0,8.0,8.0,read,947.07,2738.49,2484.01,65.11
POSIX,32,32.0,64.0,2048.0,write,7639.61,19799.61,16880.48,106.19
POSIX,32,32.0,64.0,2048.0,read,14925.81,42139.72,24200.27,228.64
POSIX,16,32.0,32.0,512.0,write,3775.85,8630.87,6673.72,42.21
POSIX,16,32.0,32.0,512.0,read,6053.88,12814.99,9612.24,77.06
Z5,32,64.0,512.0,16384.0,write,14084.36,15013.93,14400.21,4.1
Z5,32,64.0,512.0,16384.0,read,2615.81,2735.56,2690.96,0.56
HDF5,8,128.0,1024.0,8192.0,write,1487.48,8886.29,7672.2,16.48
HDF5,8,128.0,1024.0,8192.0,read,5759.62,9435.54,8015.53,8.41
POSIX,2,16.0,32.0,64.0,write,322.66,3252.3,1723.93,50.5
POSIX,2,16.0,32.0,64.0,read,3124.44,5311.17,4358.48,34.12
HDF5,32,128.0,128.0,4096.0,write,893.55,8904.03,7429.49,17.48
HDF5,32,128.0,128.0,4096.0,read,9643.2,18532.91,15070.02,26.67
MPIIO,4,256.0,256.0,1024.0,write,11339.88,11950.71,11683.78,0.73
MPIIO,4,256.0,256.0,1024.0,read,954.7,5719.46,4957.78,5.38
MPIIO,64,32.0,32.0,2048.0,write,66786.86,91402.77,80681.3,209.94
MPIIO,64,32.0,32.0,2048.0,read,5132.92,31270.22,22667.45,257.61
HDF5,16,16.0,16.0,256.0,write,567.11,1885.83,1468.86,22.31
HDF5,16,16.0,16.0,256.0,read,2330.06,7316.05,5340.34,122.42
HDF5,2,256.0,256.0,512.0,write,1069.47,2620.34,2187.3,2.19
HDF5,2,256.0,256.0,512.0,read,2106.99,2540.02,2388.71,0.62
MPIIO,4,16.0,64.0,256.0,write,9673.5,10648.01,10112.32,18.55
MPIIO,4,16.0,64.0,256.0,read,2552.59,4119.74,3259.7,30.45
Z5,16,256.0,256.0,4096.0,write,565.21,7784.31,4387.55,10.03
Z5,16,256.0,256.0,4096.0,read,1306.76,1430.81,1402.41,0.15
NCMPI,1,16.0,128.0,128.0,write,1575.62,2016.8,1875.8,8.76
NCMPI,1,16.0,128.0,128.0,read,2123.84,3643.28,2674.69,28.17
HDF5,32,16.0,32.0,1024.0,write,524.78,3937.33,3163.98,60.45
HDF5,32,16.0,32.0,1024.0,read,9031.63,14229.9,12453.05,104.04
Z5,4,128.0,256.0,1024.0,write,1793.26,2160.39,2097.11,0.81
Z5,4,128.0,256.0,1024.0,read,340.49,357.85,352.67,0.04
HDF5,16,8.0,64.0,1024.0,write,958.74,5071.93,3601.27,163.64
HDF5,16,8.0,64.0,1024.0,read,3038.87,12088.0,7038.89,363.6
NCMPI,2,16.0,64.0,128.0,write,696.2,1641.34,1211.87,16.95
NCMPI,2,16.0,64.0,128.0,read,782.36,9644.81,6186.63,138.64
POSIX,64,128.0,512.0,32768.0,write,44621.92,103424.4,76631.61,154.81
POSIX,64,128.0,512.0,32768.0,read,26055.97,111909.69,84541.66,224.12
Z5,64,64.0,256.0,16384.0,write,19961.03,27546.52,21604.07,36.33
Z5,64,64.0,256.0,16384.0,read,4642.18,5081.57,4892.41,2.14
MPIIO,8,8.0,8.0,64.0,write,3980.65,6622.53,6043.58,95.96
MPIIO,8,8.0,8.0,64.0,read,2392.18,13553.62,5779.93,479.31
Z5,32,128.0,1024.0,32768.0,write,15250.04,16151.64,15799.82,2.83
Z5,32,128.0,1024.0,32768.0,read,2633.41,2736.28,2685.99,0.25
NCMPI,4,64.0,128.0,512.0,write,1895.15,3298.51,2478.55,7.1
NCMPI,4,64.0,128.0,512.0,read,1988.62,6831.77,4914.15,23.85
POSIX,4,8.0,8.0,32.0,write,189.9,959.99,582.69,32.76
POSIX,4,8.0,8.0,32.0,read,749.72,2522.69,1634.41,74.89
POSIX,4,256.0,512.0,2048.0,write,4094.82,10200.69,8165.72,8.55
POSIX,4,256.0,512.0,2048.0,read,11332.95,12293.53,12045.9,1.02
Z5,2,32.0,32.0,64.0,write,448.44,896.14,779.46,4.21
Z5,2,32.0,32.0,64.0,read,155.58,168.36,163.92,0.14
POSIX,32,256.0,512.0,16384.0,write,24736.06,55918.5,46732.46,36.21
POSIX,32,256.0,512.0,16384.0,read,55686.12,72073.35,63782.94,16.46
HDF5,1,128.0,256.0,256.0,write,671.85,2142.22,1959.74,3.37
HDF5,1,128.0,256.0,256.0,read,139.02,146.16,145.41,0.02
HDF5,4,32.0,32.0,128.0,write,521.24,1652.81,1274.59,9.73
HDF5,4,32.0,32.0,128.0,read,924.73,3358.86,2695.4,25.75
HDF5,16,8.0,32.0,512.0,write,729.87,3303.78,2660.78,85.36
HDF5,16,8.0,32.0,512.0,read,3753.17,11530.84,7764.7,363.3
MPIIO,2,64.0,128.0,256.0,write,5963.83,6448.84,6298.07,2.02
MPIIO,2,64.0,128.0,256.0,read,249.93,2939.59,2471.73,12.16
POSIX,16,16.0,64.0,1024.0,write,2934.15,14520.84,8825.8,255.38
POSIX,16,16.0,64.0,1024.0,read,7901.22,20662.25,13127.47,245.49
POSIX,4,64.0,256.0,1024.0,write,2984.58,8245.79,6373.73,31.14
POSIX,4,64.0,256.0,1024.0,read,7748.19,12749.15,9965.77,24.43
HDF5,16,256.0,2048.0,32768.0,write,1185.94,15589.13,13491.44,16.2
HDF5,16,256.0,2048.0,32768.0,read,14644.94,17924.79,17274.93,3.63
HDF5,64,8.0,8.0,512.0,write,219.47,958.21,600.81,27.16
HDF5,64,8.0,8.0,512.0,read,1888.45,8142.55,5937.53,248.91
NCMPI,8,64.0,256.0,2048.0,write,2743.1,10347.17,5305.3,37.26
NCMPI,8,64.0,256.0,2048.0,read,9740.75,13669.16,12375.76,18.8
HDF5,32,8.0,8.0,256.0,write,223.01,824.45,494.14,23.03
HDF5,32,8.0,8.0,256.0,read,2305.98,7053.47,5007.05,197.83
Z5,1,16.0,16.0,16.0,write,363.83,579.0,552.57,3.94
Z5,1,16.0,16.0,16.0,read,77.46,85.46,81.3,0.19
MPIIO,4,128.0,512.0,2048.0,write,12300.01,12460.23,12354.1,0.35
MPIIO,4,128.0,512.0,2048.0,read,3822.54,5817.89,5572.58,4.61
HDF5,32,256.0,1024.0,32768.0,write,1189.58,19632.31,16399.66,20.36
HDF5,32,256.0,1024.0,32768.0,read,25044.34,32052.0,29701.48,8.88
HDF5,4,8.0,64.0,256.0,write,832.95,2568.96,1727.53,61.53
HDF5,4,8.0,64.0,256.0,read,1921.61,5021.0,4197.16,124.54
Z5,16,128.0,512.0,8192.0,write,1854.5,8228.53,6520.59,16.46
Z5,16,128.0,512.0,8192.0,read,1325.25,1408.87,1384.29,0.17
HDF5,2,128.0,512.0,1024.0,write,837.63,2969.84,2565.53,4.71
HDF5,2,128.0,512.0,1024.0,read,2523.89,2680.13,2630.48,0.41
POSIX,8,64.0,128.0,1024.0,write,3776.62,13029.79,10317.6,43.96
POSIX,8,64.0,128.0,1024.0,read,11222.8,19628.3,17025.86,45.02
POSIX,64,256.0,256.0,16384.0,write,27176.9,63971.78,43685.75,50.73
POSIX,64,256.0,256.0,16384.0,read,32353.39,72667.25,62287.85,43.28
MPIIO,1,8.0,16.0,16.0,write,3044.23,3236.38,3134.66,6.75
MPIIO,1,8.0,16.0,16.0,read,248.66,798.2,462.46,19.09
POSIX,16,32.0,256.0,4096.0,write,7225.82,28801.49,19880.05,221.76
POSIX,16,32.0,256.0,4096.0,read,25181.22,37483.67,31994.23,132.16
HDF5,64,32.0,64.0,4096.0,write,1063.43,7106.09,5292.59,56.41
HDF5,64,32.0,64.0,4096.0,read,8112.11,18760.49,13234.47,84.75
MPIIO,16,16.0,32.0,512.0,write,23541.66,29669.15,26652.36,137.99
MPIIO,16,16.0,32.0,512.0,read,4657.69,8971.31,7209.41,67.94
MPIIO,32,16.0,16.0,512.0,write,16587.51,18890.75,17897.28,38.73
MPIIO,32,16.0,16.0,512.0,read,2606.13,6060.48,4825.32,71.36
POSIX,1,32.0,64.0,64.0,write,552.35,1434.39,836.53,8.29
POSIX,1,32.0,64.0,64.0,read,3933.23,4035.27,3980.84,0.78
MPIIO,8,16.0,32.0,256.0,write,13471.11,15353.32,14313.05,34.14
MPIIO,8,16.0,32.0,256.0,read,3222.88,6303.96,5022.63,54.43
NCMPI,2,32.0,256.0,512.0,write,1685.95,4649.35,3148.23,30.8
NCMPI,2,32.0,256.0,512.0,read,2080.29,6893.16,4213.28,46.83
NCMPI,1,32.0,128.0,128.0,write,824.22,2118.13,1669.71,10.76
NCMPI,1,32.0,128.0,128.0,read,673.34,3948.35,2461.8,36.37
NCMPI,32,64.0,64.0,2048.0,write,1033.44,2483.96,1636.31,7.2
NCMPI,32,64.0,64.0,2048.0,read,4293.75,32182.3,17176.7,142.32
HDF5,64,128.0,256.0,16384.0,write,868.31,13382.3,10917.73,27.37
HDF5,64,128.0,256.0,16384.0,read,13955.43,32450.1,21762.68,44.62
HDF5,4,8.0,32.0,128.0,write,851.77,1624.73,1334.6,30.3
HDF5,4,8.0,32.0,128.0,read,2458.7,3957.61,3523.59,59.99
NCMPI,16,64.0,128.0,2048.0,write,1889.92,4396.49,2993.0,13.8
NCMPI,16,64.0,128.0,2048.0,read,6575.51,15718.49,11044.39,46.5
NCMPI,4,128.0,1024.0,4096.0,write,3770.64,8882.79,6419.03,12.94
NCMPI,4,128.0,1024.0,4096.0,read,10179.12,11829.25,10930.24,4.27
MPIIO,4,32.0,256.0,1024.0,write,5199.26,12024.33,11155.77,62.23
MPIIO,4,32.0,256.0,1024.0,read,1654.66,5790.91,4503.59,46.0
HDF5,16,256.0,512.0,8192.0,write,990.37,14493.72,11623.94,15.22
HDF5,16,256.0,512.0,8192.0,read,10166.83,17150.75,14793.03,7.53
HDF5,8,16.0,32.0,256.0,write,817.37,2814.75,2147.23,32.94
HDF5,8,16.0,32.0,256.0,read,2222.84,5809.84,4580.96,73.08
Z5,1,32.0,128.0,128.0,write,371.23,568.34,534.26,1.89
Z5,1,32.0,128.0,128.0,read,90.78,90.86,90.83,0.0
Z5,2,32.0,256.0,512.0,write,795.86,1055.6,964.21,2.29
Z5,2,32.0,256.0,512.0,read,162.95,170.88,167.73,0.08
HDF5,8,8.0,16.0,128.0,write,486.93,1769.07,1385.02,53.21
HDF5,8,8.0,16.0,128.0,read,692.48,5406.59,4154.51,216.62
HDF5,4,32.0,256.0,1024.0,write,1286.72,4176.39,3498.24,24.77
HDF5,4,32.0,256.0,1024.0,read,3547.92,4720.22,4389.77,12.84
POSIX,64,16.0,32.0,2048.0,write,1950.48,18225.31,12816.68,334.42
POSIX,64,16.0,32.0,2048.0,read,13728.12,19060.45,17028.41,90.49
Z5,2,8.0,64.0,128.0,write,773.15,873.19,836.06,3.57
Z5,2,8.0,64.0,128.0,read,157.46,173.25,167.61,0.58
POSIX,32,256.0,2048.0,65536.0,write,56666.85,87228.07,69456.34,49.62
POSIX,32,256.0,2048.0,65536.0,read,80022.36,102688.85,96766.42,23.88
HDF5,1,128.0,1024.0,1024.0,write,1450.68,2165.89,2053.74,1.61
HDF5,1,128.0,1024.0,1024.0,read,144.25,146.15,145.94,0.0
POSIX,1,8.0,64.0,64.0,write,412.15,1701.29,1095.04,52.29
POSIX,1,8.0,64.0,64.0,read,5419.52,5496.79,5458.75,2.67
Z5,32,128.0,256.0,8192.0,write,11927.38,13330.94,12635.05,3.68
Z5,32,128.0,256.0,8192.0,read,2487.33,2800.51,2669.44,0.86
POSIX,4,256.0,2048.0,8192.0,write,10496.55,12008.75,11574.57,1.69
POSIX,4,256.0,2048.0,8192.0,read,13890.51,14157.22,13987.0,0.26
Z5,16,64.0,128.0,2048.0,write,5580.86,8185.52,6965.22,12.74
Z5,16,64.0,128.0,2048.0,read,1274.37,1398.52,1342.57,0.52
Z5,4,128.0,1024.0,4096.0,write,1973.64,2204.37,2106.57,0.64
Z5,4,128.0,1024.0,4096.0,read,329.4,350.38,340.26,0.05
POSIX,16,128.0,128.0,2048.0,write,4312.29,20473.18,13784.41,40.39
POSIX,16,128.0,128.0,2048.0,read,18659.08,29486.58,23162.43,31.73
Z5,32,64.0,64.0,2048.0,write,4843.72,8272.43,6786.59,12.44
Z5,32,64.0,64.0,2048.0,read,1904.84,2835.29,2539.44,5.0
Z5,2,8.0,32.0,64.0,write,671.98,773.78,738.43,4.52
Z5,2,8.0,32.0,64.0,read,99.49,172.95,161.43,2.65
Z5,64,256.0,1024.0,65536.0,write,27655.78,30956.82,29529.51,4.14
Z5,64,256.0,1024.0,65536.0,read,5131.97,5494.6,5261.36,0.44
MPIIO,32,32.0,128.0,4096.0,write,63745.53,77634.21,69835.85,154.22
MPIIO,32,32.0,128.0,4096.0,read,8898.87,40538.97,29037.15,343.58
POSIX,1,8.0,32.0,32.0,write,339.12,1190.38,721.66,27.97
POSIX,1,8.0,32.0,32.0,read,7132.63,8271.37,7913.17,40.13
HDF5,8,128.0,256.0,2048.0,write,1330.27,7378.33,6022.42,14.7
HDF5,8,128.0,256.0,2048.0,read,6138.54,8698.02,7363.45,6.33
MPIIO,64,32.0,256.0,16384.0,write,47643.86,140086.98,112048.92,834.09
MPIIO,64,32.0,256.0,16384.0,read,34201.94,84037.57,58428.56,529.42
HDF5,16,16.0,128.0,2048.0,write,1013.89,7353.78,5349.71,113.33
HDF5,16,16.0,128.0,2048.0,read,6143.14,11370.36,8689.11,99.64
MPIIO,32,8.0,8.0,256.0,write,260.5,14298.9,12099.2,497.04
MPIIO,32,8.0,8.0,256.0,read,1869.23,5849.48,4298.83,144.99
NCMPI,1,16.0,16.0,16.0,write,252.32,653.94,555.28,7.73
NCMPI,1,16.0,16.0,16.0,read,421.35,1491.53,972.73,21.55
Z5,8,64.0,256.0,2048.0,write,2764.36,4004.08,3667.16,6.46
Z5,8,64.0,256.0,2048.0,read,686.61,709.65,696.74,0.1
